ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,InflectedForms
lote1237-1-398_tomashtosmashtopoundbananatosqueezegratedcoconut-1,,lote1237-1,398_tomashtosmashtopoundbananatosqueezegratedcoconut,pip,pip,p i p,cf. /olɛ/ ‘to squeeze (wet clothes)’,Barlow2024,,,^ p i p $,default,pip-ia
lote1237-1-399_rain-1,,lote1237-1,399_rain,pitte,pitte,p i tː e,,Barlow2024,,,^ p i tt e $,default,
lote1237-1-401_toclose-1,,lote1237-1,401_toclose,piu,piu,p i u,also /piu hɛlɛ/,Barlow2024,,,^ p i u $,default,"piu-ŋa (nominalization, ‘door’)"
lote1237-1-401_toclose-2,,lote1237-1,401_toclose,piu hɛlɛ,piu hɛlɛ,p i u + h ɛ l ɛ,possibly ‘close break.in.pieces’,Barlow2024,,,^ p i u + h ɛ l ɛ $,default,
lote1237-1-402_door-1,,lote1237-1,402_door,piuŋa,piuŋa,p i u ŋ a,‘close-NMLZ’,Barlow2024,,,^ p i u ŋ a $,default,
lote1237-1-403_todotomake-1,,lote1237-1,403_todotomake,po,po,p o,"cf. /lelɛ/ ‘to build’, /umɛ/ ‘to work, to build’",Barlow2024,,,^ p o $,default,
lote1237-1-404_arecoidpalmsptplimbum-2,,lote1237-1,404_arecoidpalmsptplimbum,pola,pola,p o l a,"cf. /lapia/, a different species",Barlow2024,,,^ p o l a $,default,
lote1237-1-405_hole-1,,lote1237-1,405_hole,polo,polo,p o l o,,Barlow2024,,,^ p o l o $,default,
lote1237-1-406_lightnotheavy-1,,lote1237-1,406_lightnotheavy,polpoleŋa,polpoleŋa,p o l p o l e ŋ a,reduplication?,Barlow2024,,,^ p o l p o l e ŋ a $,default,
lote1237-1-484_empty-1,,lote1237-1,484_empty,polpolo,polpolo,p o l p o l o,reduplicated form of /polo/ ‘hole’?; also /soso/,Barlow2024,,,^ p o l p o l o $,default,
lote1237-1-292_howwhy-2,,lote1237-1,292_howwhy,pomɛre,pomɛre,p o m ɛ r e,also /mɛre/,Barlow2024,,,^ p o m ɛ r e $,default,
lote1237-1-409_elbow-1,,lote1237-1,409_elbow,poŋe,poŋe,p o ŋ e,,Barlow2024,,,^ p o ŋ e $,default,
lote1237-1-410_butterfly-1,,lote1237-1,410_butterfly,popo,popo,p o p o,reduplication?; same form as ‘papaya’,Barlow2024,,,^ p o p o $,default,
lote1237-1-411_papaya-1,,lote1237-1,411_papaya,popo,popo,p o p o,borrowed from Tok Pisin; same form as ‘butterfly’,Barlow2024,,,^ p o p o $,default,
lote1237-1-412_bad-1,,lote1237-1,412_bad,poreke,poreke,p o r e k e,,Barlow2024,,,^ p o r e k e $,default,
lote1237-1-413_tobacco-1,,lote1237-1,413_tobacco,pos,pos,p o s,,Barlow2024,,,^ p o s $,default,
lote1237-1-414_todowhatwhy-1,,lote1237-1,414_todowhatwhy,potar,potar,p o t a r,< /po/ ‘to do’ + /utar/ ‘what?’,Barlow2024,,,^ p o t a r $,default,po-ta~tar (reduplication for emphasis or durative marking?)
lote1237-1-415_topush-1,,lote1237-1,415_topush,puɛ,puɛ,p u ɛ,,Barlow2024,,,^ p u ɛ $,default,
lote1237-1-416_alsotoo-1,,lote1237-1,416_alsotoo,pule,pule,p u l e,,Barlow2024,,,^ p u l e $,default,
lote1237-1-417_hairbodyhairfeather-1,,lote1237-1,417_hairbodyhairfeather,pulpul-,pulpul-,p u l p u l +,cf. /in-/ ‘leaf; hair (of the head)’,Barlow2024,,,^ p u l p u l - $,default,"pulpun-na (3sg), pulpur-ria (3pl)"
lote1237-1-418_smoke-1,,lote1237-1,418_smoke,puluŋa-,puluŋa-,p u l u ŋ a +,,Barlow2024,,,^ p u l u ŋ a - $,default,"puluŋa-na (3sg), puluŋa-ria (3pl)"
lote1237-1-419_toswell-1,,lote1237-1,419_toswell,puna,puna,p u n a,,Barlow2024,,,^ p u n a $,default,
lote1237-1-420_ripe-1,,lote1237-1,420_ripe,punpun,punpun,p u n p u n,,Barlow2024,,,^ p u n p u n $,default,
lote1237-1-421_1plinclpossessivesuffixour1plinclposs-1,,lote1237-1,421_1plinclpossessivesuffixour1plinclposs,-ra,-ra,+ r a,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024,,,^ - r a $,default,
lote1237-1-422_tohold-1,,lote1237-1,422_tohold,raita,raita,r a i t a,"cf. /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024,,,^ r a i t a $,default,rait-ɛ
lote1237-1-423_rattancanetpkanda-1,,lote1237-1,423_rattancanetpkanda,rale,rale,r a l e,,Barlow2024,,,^ r a l e $,default,
lote1237-1-424_spearusedinfestivalstraditionaldances-1,,lote1237-1,424_spearusedinfestivalstraditionaldances,raliŋ,raliŋ,r a l i ŋ,"cf. other types /kaliŋo/, /pakpaka/, and generic /io/",Barlow2024,,,^ r a l i ŋ $,default,
lote1237-1-425_tocarveacanoe-1,,lote1237-1,425_tocarveacanoe,raluɛ,raluɛ,r a l u ɛ,possibly /ralu-ɛ/; cf. /les/ ‘to carve’,Barlow2024,,,^ r a l u ɛ $,default,
lote1237-1-426_foreheadface-1,,lote1237-1,426_foreheadface,rama-,rama-,r a m a +,,Barlow2024,,,^ r a m a - $,default,"rama-l (1sg), rama-m (2sg), rama-na (3sg)"
lote1237-1-427_green-1,,lote1237-1,427_green,raŋraŋ,raŋraŋ,r a ŋ r a ŋ,reduplication?,Barlow2024,,,^ r a ŋ r a ŋ $,default,
lote1237-1-428_aroundabout-1,,lote1237-1,428_aroundabout,rara,rara,r a r a,reduplication?,Barlow2024,,,^ r a r a $,default,
lote1237-1-429_plususedwiththemorphemesonetwothreeandfourintheformationofsixseveneightandnine-1,,lote1237-1,429_plususedwiththemorphemesonetwothreeandfourintheformationofsixseveneightandnine,ratɛle,ratɛle,r a t ɛ l e,"used with the morphemes ‘one’, ‘two’, ‘three’, and ‘four’ in the formation of ‘six’, ‘seven’, ‘eight’, and ‘nine’",Barlow2024,,,^ r a t ɛ l e $,default,
lote1237-1-430_six6-1,,lote1237-1,430_six6,ratɛle ɛllɛ,ratɛle ɛllɛ,r a t ɛ l e + ɛ lː ɛ,‘[five] plus one’; cf. /lɛisinɛ pe nai/ ‘six (counting in fours)’,Barlow2024,,,^ r a t ɛ l e + ɛ ll ɛ $,default,
lote1237-1-431_nine9-1,,lote1237-1,431_nine9,ratɛle hɛnɛl,ratɛle hɛnɛl,r a t ɛ l e + h ɛ n ɛ l,‘[five] plus four’; cf. /lɛisinɛ nai pe ɛllɛ/ ‘nine (counting in fours)’,Barlow2024,,,^ r a t ɛ l e + h ɛ n ɛ l $,default,
lote1237-1-432_eight8-1,,lote1237-1,432_eight8,ratɛle mol,ratɛle mol,r a t ɛ l e + m o l,‘[five] plus three’; cf. /lɛisinɛ nai/ ~ /lɛisinɛ iri nai/ ‘eight (counting in fours)’,Barlow2024,,,^ r a t ɛ l e + m o l $,default,
lote1237-1-433_seven7-1,,lote1237-1,433_seven7,ratɛle nai,ratɛle nai,r a t ɛ l e + n a i,‘[five] plus two’; cf. /lɛisinɛ pe mol/ ‘seven (counting in fours)’,Barlow2024,,,^ r a t ɛ l e + n a i $,default,
lote1237-1-434_toburnintransitivetobeonfire-1,,lote1237-1,434_toburnintransitivetobeonfire,rau,rau,r a u,"cf. /mak/ ‘to burn (person as subject), to cook (with fire)’, /ŋau/ ‘to eat; to burn (fire as subject)’, /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’",Barlow2024,,,^ r a u $,default,
lote1237-1-435_crayfish-1,,lote1237-1,435_crayfish,rerɛ,rerɛ,r e r ɛ,,Barlow2024,,,^ r e r ɛ $,default,
lote1237-1-436_tosplit-1,,lote1237-1,436_tosplit,rex,rex,r e x,,Barlow2024,,,^ r e x $,default,rex-ia
lote1237-1-437_tolightoffiretoburntoignite-1,,lote1237-1,437_tolightoffiretoburntoignite,rɛmɛn,rɛmɛn,r ɛ m ɛ n,"cf. /toŋo/ ‘to light a fire, to ignite’, /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’",Barlow2024,,,^ r ɛ m ɛ n $,default,
lote1237-1-438_red-1,,lote1237-1,438_red,rɛmɛnmɛn,rɛmɛnmɛn,r ɛ m ɛ n m ɛ n,reduplication?,Barlow2024,,,^ r ɛ m ɛ n m ɛ n $,default,
lote1237-1-439_3plpossessivesuffixtheir3plposs-1,,lote1237-1,439_3plpossessivesuffixtheir3plposs,-ria,-ria,+ r i a,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024,,,^ - r i a $,default,
lote1237-1-529_tocuttoslice-1,,lote1237-1,529_tocuttoslice,rir,rir,r i r,"cf. /tot/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’, /ut/ ‘to cut’",Barlow2024,,,^ r i r $,default,rir-ia
lote1237-1-441_tochew-1,,lote1237-1,441_tochew,rira,rira,r i r a,cf. /ŋɛs/ ‘to suck and chew (sugarcane)’,Barlow2024,,,^ r i r a $,default,rir-ɛ
lote1237-1-442_sky-1,,lote1237-1,442_sky,ririua,ririua,r i r i u a,,Barlow2024,,,^ r i r i u a $,default,
lote1237-1-443_solidhard-1,,lote1237-1,443_solidhard,rol,rol,r o l,,Barlow2024,,,^ r o l $,default,
lote1237-1-444_tomorrow-2,,lote1237-1,444_tomorrow,rou,rou,r o u,also /ŋe rou/,Barlow2024,,,^ r o u $,default,
lote1237-1-445_nearclose-1,,lote1237-1,445_nearclose,roxroi,roxroi,r o x r o i,,Barlow2024,,,^ r o x r o i $,default,
lote1237-1-446_seaocean-1,,lote1237-1,446_seaocean,ruax,ruax,r u a x,,Barlow2024,,,^ r u a x $,default,
lote1237-1-447_rough-1,,lote1237-1,447_rough,rukrɛk,rukrɛk,r u k r ɛ k,,Barlow2024,,,^ r u k r ɛ k $,default,
lote1237-1-448_fish-1,,lote1237-1,448_fish,ruo,ruo,r u o,,Barlow2024,,,^ r u o $,default,
lote1237-1-449_ropevinespsmall-1,,lote1237-1,449_ropevinespsmall,rur,rur,r u r,,Barlow2024,,,^ r u r $,default,
lote1237-1-450_tohunt-1,,lote1237-1,450_tohunt,rurum,rurum,r u r u m,reduplication?,Barlow2024,,,^ r u r u m $,default,
lote1237-1-451_bellystomach-1,,lote1237-1,451_bellystomach,sa-,sa-,s a +,,Barlow2024,,,^ s a - $,default,"sa-k (1sg), sa-m (2sg), sa-na (3sg)"
lote1237-1-452_wing-1,,lote1237-1,452_wing,saha-,saha-,s a h a +,,Barlow2024,,,^ s a h a - $,default,"saha-na (3sg), saha-ria (3pl)"
lote1237-1-453_swamp-1,,lote1237-1,453_swamp,saka,saka,s a k a,same form as ‘to smell’,Barlow2024,,,^ s a k a $,default,
lote1237-1-454_tosmellintransitivetobesmellytobestinky-1,,lote1237-1,454_tosmellintransitivetobesmellytobestinky,saka,saka,s a k a,"same form as ‘swamp’; cf. /sɛkɛ/ ‘to smell, to sniff (transitive)’, with which it likely has a relationship",Barlow2024,,,^ s a k a $,default,
lote1237-1-455_oyster-1,,lote1237-1,455_oyster,sakɛn,sakɛn,s a k ɛ n,,Barlow2024,,,^ s a k ɛ n $,default,
lote1237-1-456_hornspinesonalizard-1,,lote1237-1,456_hornspinesonalizard,saŋkar,saŋkar,s a ŋ k a r,[saŋgar],Barlow2024,,,^ s a ŋ k a r $,default,
lote1237-1-457_togratecoconut-1,,lote1237-1,457_togratecoconut,sasal,sasal,s a s a l,reduplication?,Barlow2024,,,^ s a s a l $,default,sasal-ia
lote1237-1-458_smooth-2,,lote1237-1,458_smooth,sasanix,sasanix,s a s a n i x,reduplication?; also /lelemo/,Barlow2024,,,^ s a s a n i x $,default,
lote1237-1-459_long-1,,lote1237-1,459_long,sase,sase,s a s e,,Barlow2024,,,^ s a s e $,default,
lote1237-1-460_tothrow-1,,lote1237-1,460_tothrow,sau,sau,s a u,"cf. /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024,,,^ s a u $,default,sau-a
lote1237-1-461_slipperyoily-1,,lote1237-1,461_slipperyoily,sesereŋa,sesereŋa,s e s e r e ŋ a,reduplication?,Barlow2024,,,^ s e s e r e ŋ a $,default,
lote1237-1-462_tosmelltransitivetosniff-1,,lote1237-1,462_tosmelltransitivetosniff,sɛkɛ,sɛkɛ,s ɛ k ɛ,"possibly /sɛk-ɛ/; cf. /saka/ ‘to smell (intransitive), to be smelly, to be stinky’, with which it likely has a relationship",Barlow2024,,,^ s ɛ k ɛ $,default,
lote1237-1-463_todig-1,,lote1237-1,463_todig,sɛl,sɛl,s ɛ l,,Barlow2024,,,^ s ɛ l $,default,sɛl-ia
lote1237-1-464_axe-1,,lote1237-1,464_axe,sɛlɛmpo,sɛlɛmpo,s ɛ l ɛ m p o,[sɛlɛmbo],Barlow2024,,,^ s ɛ l ɛ m p o $,default,
lote1237-1-465_sling-1,,lote1237-1,465_sling,sɛpɛ,sɛpɛ,s ɛ p ɛ,,Barlow2024,,,^ s ɛ p ɛ $,default,
lote1237-1-466_toshootwithasling-1,,lote1237-1,466_toshootwithasling,sɛpɛia,sɛpɛia,s ɛ p ɛ i a,"transitive verbal form of /sɛpɛ/ ‘sling’; cf. /tu/ ‘to shoot, to stab, to pierce, to stick’",Barlow2024,,,^ s ɛ p ɛ i a $,default,
lote1237-1-467_narrow-1,,lote1237-1,467_narrow,sɛrir,sɛrir,s ɛ r i r,,Barlow2024,,,^ s ɛ r i r $,default,
lote1237-1-468_tocatch-2,,lote1237-1,468_tocatch,sihɛ,sihɛ,s i h ɛ,possibly /sih-ɛ/; also /lau/,Barlow2024,,,^ s i h ɛ $,default,
lote1237-1-469_mirror-1,,lote1237-1,469_mirror,siloŋa,siloŋa,s i l o ŋ a,possibly a nominalized form of something,Barlow2024,,,^ s i l o ŋ a $,default,
lote1237-1-470_possum-1,,lote1237-1,470_possum,silox,silox,s i l o x,,Barlow2024,,,^ s i l o x $,default,
lote1237-1-471_tosew-1,,lote1237-1,471_tosew,sima,sima,s i m a,cf. /man/ ‘to weave’,Barlow2024,,,^ s i m a $,default,sim-ɛ
lote1237-1-472_daydaytime-1,,lote1237-1,472_daydaytime,sinaŋa,sinaŋa,s i n a ŋ a,possibly a nominalized form of something; cf. /ɛtuɛ/ ‘day (countable)’,Barlow2024,,,^ s i n a ŋ a $,default,
lote1237-1-473_skinbody-1,,lote1237-1,473_skinbody,siŋi-,siŋi-,s i ŋ i +,also /uli-/ ‘skin’,Barlow2024,,,^ s i ŋ i - $,default,"siŋi-k (1sg), siŋi-na (3sg), siŋi-ria (3pl)"
lote1237-1-474_downlowtogodowntodescendtofall-1,,lote1237-1,474_downlowtogodowntodescendtofall,sio,sio,s i o,cf. /losio/ ‘to fall down’,Barlow2024,,,^ s i o $,default,
lote1237-1-475_betelpeppertpdaka-1,,lote1237-1,475_betelpeppertpdaka,sipe,sipe,s i p e,,Barlow2024,,,^ s i p e $,default,
lote1237-1-476_womansmothersbrotherunclemanssistersdaughterniece-1,,lote1237-1,476_womansmothersbrotherunclemanssistersdaughterniece,sipu-,sipu-,s i p u +,,Barlow2024,,,^ s i p u - $,default,"sipu-k (1sg), sipu-m (2sg), sipu-na (3sg)"
lote1237-1-477_tocount-1,,lote1237-1,477_tocount,sisɛlɛ,sisɛlɛ,s i s ɛ l ɛ,possibly /sisɛl-ɛ/,Barlow2024,,,^ s i s ɛ l ɛ $,default,
lote1237-1-478_urine-1,,lote1237-1,478_urine,sisil,sisil,s i s i l,reduplication?,Barlow2024,,,^ s i s i l $,default,"sisil ŋa-k (1sg), sisil ŋa-m (2sg), sisil ŋa-na (3sg)"
lote1237-1-479_breastbreasts-1,,lote1237-1,479_breastbreasts,siu-,siu-,s i u +,same form as ‘to suckle’,Barlow2024,,,^ s i u - $,default,"siu-k (1sg), siu-m (2sg), siu-na (3sg)"
lote1237-1-480_tosucktosuckleabreasttonurse-1,,lote1237-1,480_tosucktosuckleabreasttonurse,siu,siu,s i u,same form as ‘breast’ (zero derivation from the noun),Barlow2024,,,^ s i u $,default,"hɛ-siu-a (causative, ‘to make suckle; to nurse [a child]’)"
lote1237-1-481_big-2,,lote1237-1,481_big,soke,soke,s o k e,also /palau/,Barlow2024,,,^ s o k e $,default,
lote1237-1-482_year-1,,lote1237-1,482_year,soksoko,soksoko,s o k s o k o,reduplication?,Barlow2024,,,^ s o k s o k o $,default,
lote1237-1-483_torun-1,,lote1237-1,483_torun,soŋ,soŋ,s o ŋ,,Barlow2024,,,^ s o ŋ $,default,
lote1237-1-484_empty-2,,lote1237-1,484_empty,soso,soso,s o s o,reduplication?; also /polpolo/,Barlow2024,,,^ s o s o $,default,
lote1237-1-485_topeel-1,,lote1237-1,485_topeel,sox,sox,s o x,,Barlow2024,,,^ s o x $,default,sox-ia
lote1237-1-486_smalllittlealittle-1,,lote1237-1,486_smalllittlealittle,sune,sune,s u n e,"cf. /unne/ ‘a little’, /tuna/, ‘small, little (thing)’, /kino/ ‘small, little (person)’",Barlow2024,,,^ s u n e $,default,
lote1237-1-487_1plinclsubjectprefix1plincl-1,,lote1237-1,487_1plinclsubjectprefix1plincl,ta-,ta-,t a +,verbal prefix; same form as ‘mother’,Barlow2024,,,^ t a - $,default,
lote1237-1-488_motherparentssisterauntmothersbrotherswifeaunt-1,,lote1237-1,488_motherparentssisterauntmothersbrotherswifeaunt,ta-,ta-,t a +,same form as the 1pl.incl subject prefix,Barlow2024,,,^ t a - $,default,"ɛ-ta-k (1sg), ta-m (2sg), ta-na (3sg)"
lote1237-1-489_parentsyoungersisteraunt-1,,lote1237-1,489_parentsyoungersisteraunt,ta- kino,ta- kino,t a + + k i n o,‘mother-POSS small’,Barlow2024,,,^ t a - + k i n o $,default,ɛ-ta-k kino (1sg)
lote1237-1-490_parentsoldersisteraunt-1,,lote1237-1,490_parentsoldersisteraunt,ta- palau,ta- palau,t a + + p a l a u,‘mother-POSS big’,Barlow2024,,,^ t a - + p a l a u $,default,ɛ-ta-k palau (1sg)
lote1237-1-491_chin-1,,lote1237-1,491_chin,tae-,tae-,t a e +,,Barlow2024,,,^ t a e - $,default,"tae-k (1sg), tae-m (2sg), tae-na (3sg)"
lote1237-1-496_topull-1,,lote1237-1,496_topull,tak,tak,t a k,also /takuɛ/,Barlow2024,,,^ t a k $,default,
lote1237-1-493_tobreathe-1,,lote1237-1,493_tobreathe,tak ɛiŋa-,tak ɛiŋa-,t a k + ɛ i ŋ a +,‘pull breath-POSS’,Barlow2024,,,^ t a k + ɛ i ŋ a - $,default,"tak ɛiŋa-m (2sg), tak ɛiŋa-na (3sg)"
lote1237-1-494_tocarryontheshoulder-1,,lote1237-1,494_tocarryontheshoulder,takis,takis,t a k i s,"cf. /urɛ/ ‘to carry (on the head)’, /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024,,,^ t a k i s $,default,takis-ia
lote1237-1-495_thatch-1,,lote1237-1,495_thatch,tako,tako,t a k o,,Barlow2024,,,^ t a k o $,default,
lote1237-1-496_topull-2,,lote1237-1,496_topull,takuɛ,takuɛ,t a k u ɛ,possibly /taku-ɛ/; compound of /tak/ ‘to pull’ + /u/ ‘?’,Barlow2024,,,^ t a k u ɛ $,default,
lote1237-1-497_toput-1,,lote1237-1,497_toput,tal,tal,t a l,,Barlow2024,,,^ t a l $,default,
lote1237-1-498_tohide-1,,lote1237-1,498_tohide,tal kome,tal kome,t a l + k o m e,‘put hiding’,Barlow2024,,,^ t a l + k o m e $,default,tal kom-ɛ (transitive)
lote1237-1-499_ear-1,,lote1237-1,499_ear,talŋa-,talŋa-,t a l ŋ a +,,Barlow2024,,,^ t a l ŋ a - $,default,"talŋa-k (1sg), talŋa-m (2sg), talŋa-na (3sg)"
lote1237-1-500_tothrowastonetohittopeltastransitive-1,,lote1237-1,500_tothrowastonetohittopeltastransitive,tamal,tamal,t a m a l,"cf. /sau/ ‘to throw’; cf. /pal/ ‘to hit, to beat, to strike’, /nos/ ‘to hit (with a stick)’",Barlow2024,,,^ t a m a l $,default,tamal-ia
lote1237-1-501_rightnotleft-1,,lote1237-1,501_rightnotleft,tamalmal,tamalmal,t a m a l m a l,reduplication of /tamal/ ‘to throw’,Barlow2024,,,^ t a m a l m a l $,default,
lote1237-1-502_male-1,,lote1237-1,502_male,tamane,tamane,t a m a n e,,Barlow2024,,,^ t a m a n e $,default,
lote1237-1-503_tocrytoweep-1,,lote1237-1,503_tocrytoweep,taŋ,taŋ,t a ŋ,,Barlow2024,,,^ t a ŋ $,default,taŋ-ia
lote1237-1-504_tosearchfortoseek-1,,lote1237-1,504_tosearchfortoseek,taŋo,taŋo,t a ŋ o,,Barlow2024,,,^ t a ŋ o $,default,
lote1237-1-505_cassowarytpmuruk-1,,lote1237-1,505_cassowarytpmuruk,tapo,tapo,t a p o,,Barlow2024,,,^ t a p o $,default,
lote1237-1-577_what-1,,lote1237-1,577_what,tar,tar,t a r,abbreviated form of /utar/,Barlow2024,,,^ t a r $,default,
lote1237-1-507_3plsubjectprefix3pl-1,,lote1237-1,507_3plsubjectprefix3pl,te-,te-,t e +,verbal prefix; also used for 3sg taboo relations,Barlow2024,,,^ t e - $,default,
lote1237-1-508_towantvolitiveverbifconjunction-1,,lote1237-1,508_towantvolitiveverbifconjunction,teke,teke,t e k e,also /neŋe teke/ ‘if’,Barlow2024,,,^ t e k e $,default,
lote1237-1-509_tocuttofellatree-1,,lote1237-1,509_tocuttofellatree,tel,tel,t e l,"cf. /lik/ ‘to cut, to hack, to chop’, /rir/ ‘to cut, to slice’, /tot/ ‘to cut, to slice’, /ut/ ‘to cut’",Barlow2024,,,^ t e l $,default,tel-ɛ
lote1237-1-510_insidetogointogoinsidetoenter-1,,lote1237-1,510_insidetogointogoinsidetoenter,teu,teu,t e u,cf. /lete-/ ‘inside’,Barlow2024,,,^ t e u $,default,teu-a
lote1237-1-511_grandparentgrandchildhusbandsparentmotherinlawfatherinlaworgrandparentwifesgrandparentsonswifedaughterinlawmanssisterssonswife-1,,lote1237-1,511_grandparentgrandchildhusbandsparentmotherinlawfatherinlaworgrandparentwifesgrandparentsonswifedaughterinlawmanssisterssonswife,tɛ,tɛ,t ɛ,,Barlow2024,,,^ t ɛ $,default,"lɛ-k tɛ (1sg), lɛ-m tɛ (2sg), nɛ tɛ (3sg)"
lote1237-1-512_grandmothergranddaughter-1,,lote1237-1,512_grandmothergranddaughter,tɛ neŋe hɛi,tɛ neŋe hɛi,t ɛ + n e ŋ e + h ɛ i,‘grandparent/child-POSS REL female’,Barlow2024,,,^ t ɛ + n e ŋ e + h ɛ i $,default,tɛ-k neŋe hɛi (1sg)
lote1237-1-513_grandfathergrandson-1,,lote1237-1,513_grandfathergrandson,tɛ neŋe tamane,tɛ neŋe tamane,t ɛ + n e ŋ e + t a m a n e,‘grandparent/child-POSS REL male’,Barlow2024,,,^ t ɛ + n e ŋ e + t a m a n e $,default,tɛ-k neŋe tamane (1sg)
lote1237-1-514_greatgrandparentandthoseofoldergenerations-1,,lote1237-1,514_greatgrandparentandthoseofoldergenerations,tɛ palau,tɛ palau,t ɛ + p a l a u,‘grandparent big’,Barlow2024,,,^ t ɛ + p a l a u $,default,"lɛ-k tɛ palau (1sg), lɛ-k tɛ palau-ŋana (1sg)"
lote1237-1-515_excrementfecesrefuseofbetelnut-1,,lote1237-1,515_excrementfecesrefuseofbetelnut,tɛe-,tɛe-,t ɛ e +,,Barlow2024,,,^ t ɛ e - $,default,"tɛe-k (1sg), tɛe-m (2sg), tɛe-na (3sg)"
lote1237-1-516_moonmonth-1,,lote1237-1,516_moonmonth,tɛio,tɛio,t ɛ i o,,Barlow2024,,,^ t ɛ i o $,default,
lote1237-1-517_tostraighten-1,,lote1237-1,517_tostraighten,tɛkɛ,tɛkɛ,t ɛ k ɛ,possibly /tɛk-ɛ/,Barlow2024,,,^ t ɛ k ɛ $,default,
lote1237-1-518_tolietoliedowntoreclinetorest-1,,lote1237-1,518_tolietoliedowntoreclinetorest,tɛkɛ ki-,tɛkɛ ki-,t ɛ k ɛ + k i +,‘straighten bone-POSS’,Barlow2024,,,^ t ɛ k ɛ + k i - $,default,tɛkɛ ki-na (3sg)
lote1237-1-519_father-1,,lote1237-1,519_father,tɛmɛ-,tɛmɛ-,t ɛ m ɛ +,,Barlow2024,,,^ t ɛ m ɛ - $,default,"tɛmɛ-k (1sg), tɛmɛ-m (2sg), tɛmɛ-nɛ (3sg)"
lote1237-1-520_firstbornchild-1,,lote1237-1,520_firstbornchild,tɛŋɛnɛ,tɛŋɛnɛ,t ɛ ŋ ɛ n ɛ,possibly related to /hɛŋɛnɛ/ ‘mountain; temple (of the head)’,Barlow2024,,,^ t ɛ ŋ ɛ n ɛ $,default,tɛŋɛnɛ-ana (with topic marker?)
lote1237-1-521_flat-1,,lote1237-1,521_flat,tɛptɛpeŋ,tɛptɛpeŋ,t ɛ p t ɛ p e ŋ,,Barlow2024,,,^ t ɛ p t ɛ p e ŋ $,default,
lote1237-1-522_samesexsiblingbrotherofamanorsisterofawoman-1,,lote1237-1,522_samesexsiblingbrotherofamanorsisterofawoman,ti-,ti-,t i +,,Barlow2024,,,^ t i - $,default,"ti-k (1sg), ti-m (2sg), ti-na (3sg)"
lote1237-1-523_youngersamesexsibling-1,,lote1237-1,523_youngersamesexsibling,ti- neŋe kino,ti- neŋe kino,t i + + n e ŋ e + k i n o,‘same.sex.sibling-POSS REL small’,Barlow2024,,,^ t i - + n e ŋ e + k i n o $,default,ti-na neŋe kino (3sg)
lote1237-1-525_oldersamesexsibling-1,,lote1237-1,525_oldersamesexsibling,ti- neŋe palau,ti- neŋe palau,t i + + n e ŋ e + p a l a u,‘same.sex.sibling-POSS REL big’,Barlow2024,,,^ t i - + n e ŋ e + p a l a u $,default,ti-na neŋe palau (3sg)
lote1237-1-525_oldersamesexsibling-2,,lote1237-1,525_oldersamesexsibling,ti- neŋe soke,ti- neŋe soke,t i + + n e ŋ e + s o k e,‘same.sex.sibling-POSS REL big’,Barlow2024,,,^ t i - + n e ŋ e + s o k e $,default,ti-na neŋe soke (3sg)
lote1237-1-526_tofixtotie-1,,lote1237-1,526_tofixtotie,tom,tom,t o m,"cf. /tom hit/ ‘to tie up’, /hit/ ‘to block, to tie’, /kale/ ‘to tie, to fasten’, /kale hit/ ‘to tie up’",Barlow2024,,,^ t o m $,default,
lote1237-1-527_totieup-2,,lote1237-1,527_totieup,tom hit,tom hit,t o m + h i t,"‘tie fix’; cf. /tom/ ‘to fix, to tie’; /hit/ ‘to block, to tie’, /kale/ ‘to tie, to fasten’, /kale hit/ ‘to tie up’",Barlow2024,,,^ t o m + h i t $,default,tom hit-ɛ
lote1237-1-528_tolightafiretoignite-1,,lote1237-1,528_tolightafiretoignite,toŋo,toŋo,t o ŋ o,"cf. /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’",Barlow2024,,,^ t o ŋ o $,default,
lote1237-1-529_tocuttoslice-2,,lote1237-1,529_tocuttoslice,tot,tot,t o t,"cf. /rir/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’, /ut/ ‘to cut’",Barlow2024,,,^ t o t $,default,tot-ɛ
